date,cases_5001,cases_5360,cases_8001,cases_23001,cases_41001,cases_50001,cases_54001,cases_68001,cases_73001,cases_76001,temperature_76001,temperature_54001,temperature_50001,temperature_73001,temperature_68001,temperature_41001,temperature_23001,temperature_05001,temperature_05360,temperature_08001,precipitation_76001,precipitation_50001,precipitation_54001,precipitation_73001,precipitation_68001,precipitation_41001,precipitation_23001,precipitation_05360,precipitation_08001,precipitation_05001
2007-08-11,0,0,34,5,39,41,54,174,19,2,30.87011021866408,29.40755240915792,29.33954004108917,27.377425918947058,26.553930272149195,32.227485752800185,31.490970234282845,19.77717213634393,27.624525272744183,30.896666069302672,0.6565842825013065,8.225943468354341,3.843939601458784,0.0924210511627551,2.0167531734872184,0.1025956905477991,8.309385812575654,5.885839371761804,7.926021916357365,6.21874729826763
2007-08-18,0,0,61,6,34,23,48,153,16,1,29.12882115478552,29.98024241829488,29.66389657038943,26.13819369868028,26.30829934450469,30.79331756061476,31.02607021334273,22.903436764467425,25.91785458495924,33.37864767081184,6.238935642138356,17.05398659938538,7.269960408617893,5.708910231828264,2.2066773633539003,0.2705187929407865,5.963246976481748,9.723719949543774,7.841830880088463,8.98725319820102
2007-08-25,0,0,33,0,26,31,36,148,22,0,28.14285629362828,28.98817077040963,30.59006371948861,23.97608291720142,25.680948260288368,27.36892727371941,30.265287204452303,24.17673562659338,23.69294500707096,32.65544708223592,0.6531716434677459,15.61743897577478,9.680562622917064,4.378721019530641,3.905116290294156,3.37607954551114,8.705138745044849,8.844791207353158,6.611985555686295,8.831227487986036
2007-09-01,0,0,54,2,29,30,44,140,15,1,26.00724578558197,26.849832704513226,30.58520838935264,24.552443911279088,27.04626580327143,28.71689196217022,28.67335450506555,23.74477761103964,25.605784922689207,28.993859098719263,6.644108142220022,6.660775741978648,4.680795218330298,4.91196580716707,4.9312848015715485,6.162609218025734,8.338255764308597,7.629262189319886,5.773904560366296,8.519995769609064
2007-09-08,0,0,64,2,29,25,56,133,16,0,29.05601809193128,27.92171466129015,28.3587401414218,28.4004921779586,29.346042558703424,30.61959854527397,30.292653304857684,24.548963511227527,27.283574508197383,30.43152715038587,0.5730755757380376,8.016741122977498,2.3465093796511405,0.8910713461927349,2.821598489831437,0.4098487759204866,7.57258209098289,6.873252218736039,3.594743915663454,6.7596526790880445
2007-09-15,0,0,59,1,1,24,53,127,20,1,30.7568862716669,30.467285141669127,30.003775470893824,28.23945335921851,31.733688995073404,34.779985729237204,30.589052249822497,25.44610800261882,28.682856099793124,28.477265657983622,3.834972883466,16.359945367053147,4.413782519010297,3.991556774535312,2.9586756310691165,1.705860912406783,6.883028370223579,5.5993224344918975,3.8994686033212096,4.498297211023918
2007-09-22,0,0,68,1,40,15,51,110,32,1,29.596087022057223,29.418544287656925,24.196733063052687,22.595555663331147,30.07256215150412,34.53668573689292,29.96655329160987,23.73752706705935,23.88706961045232,30.439740729977505,0.0333536681929597,4.271058154816877,6.016848274138209,3.825263638296848,2.1109465496400337,0.8245270597943436,3.4297040419449387,7.064531723429378,1.920047724793937,7.190664026434656
2007-09-29,0,0,78,7,46,18,71,99,14,1,28.535546890195885,28.657201511116984,28.01703205091221,26.20989860446526,31.557165953468232,31.681702283156817,30.90407711661035,26.830181963398697,28.49943715756271,27.07960053462795,5.497825639434756,10.390354044074574,5.574820990646342,3.544562237678679,2.8885968928115515,1.0922443951686815,7.29442570578413,7.836122126194789,3.446242717515227,7.846281399979569
2007-10-06,0,0,87,0,22,17,74,118,37,0,27.06018350398509,30.72889320289061,28.81757093715271,27.90698103705938,32.47637993736887,29.559011310991814,30.95318507669605,26.01997463567768,28.151124399002786,25.56212080257317,3.5390135033403927,5.65900271686774,9.429459133817444,4.337147379069429,4.7112003215788105,2.3751157571864634,5.379236238156705,10.723701997819,6.703122225940504,9.882863614744524
2007-10-13,0,0,58,2,31,28,79,78,23,0,28.18978145927158,27.473170124511903,28.397880661924745,25.10793670219285,27.523582602442424,27.043241648346093,29.90884816463053,24.92697133174117,27.61952371599109,26.49241932945004,10.219107955183231,10.047109562691483,11.219283313117744,7.153574310584797,2.303093838642124,13.403990948912094,9.323346012380393,11.789786257607416,6.766464505216227,11.036703420863448
2007-10-20,0,0,72,3,31,15,88,79,16,0,26.55559626762039,27.044498269658533,26.313621863675287,22.02140400691473,28.74555053657664,32.13620887283521,31.510441088023565,23.488591636603257,26.08977804876633,23.27435069865668,12.562785282189427,15.544166626915784,5.444086132337776,14.994216497095548,8.242383296182382,16.78869232338425,4.55263297964322,9.632326140573484,11.08756806863976,10.259210766367252
2007-10-27,0,0,79,3,30,16,84,93,21,1,31.49300586410368,28.905850470159667,28.121034091646088,21.058465033983342,29.420968473719284,26.694374444640854,28.71607129245466,23.66470245034652,26.606751202435863,27.58756886701329,6.739596905371651,7.642272820999204,16.100685561851407,4.910341872530364,4.614122959412462,14.299511452691547,3.243925691992738,9.636137808543202,8.60521977735453,10.616776645201906
2007-11-03,0,0,74,1,27,14,67,89,18,0,28.122728739133,25.94180556452588,29.37583714380964,20.15314865466004,27.15994113075689,16.252840723858636,30.3569639305326,22.04198788919485,26.131751233241115,29.414375765108424,9.27594073296326,11.883316546013338,14.74316969093235,10.902703924253036,2.212993426327817,8.840745548666005,2.763660998459136,7.24966803565938,4.411839738667664,10.434661714110929
2007-11-10,0,0,80,2,19,10,74,87,32,0,29.786347542753564,25.9896881712668,29.486257388596048,22.20656577315633,28.478338903855107,18.77899033812705,28.968457570200844,24.11999757459399,27.773350966465298,29.994953467514065,8.822826467418036,7.239100166304017,4.087050256855948,9.195010661487022,5.989149991215735,12.841628988413046,2.961188650067724,8.559631909575367,3.906069288907705,5.895351371107615
2007-11-17,0,0,86,0,19,16,62,87,31,1,28.49787198140586,27.515226578703096,29.19184403525764,25.495379495809964,26.9460423974138,27.305024466857308,29.497587435381167,25.03261361925852,29.31378192708146,30.50780203447437,3.824092361839021,10.675941807060635,8.66267576368138,5.96698668725564,2.7960071235636144,6.341967772476983,1.415863665790965,4.682729901352141,0.037142407337481,4.001250148105909
2007-11-24,0,0,149,0,23,14,91,92,28,0,27.366250138331704,27.30497684156101,29.684337400834888,26.048443171552684,28.388145227623266,27.07425148636524,29.096789322569705,22.4899312213687,27.277366078444544,28.57223887278471,7.982513613449556,7.171450420614107,7.798578202742348,3.10097464102251,2.6807180493464777,4.218105554801421,2.657622788709073,4.296077065850079,0.8921627480232562,5.0940547883127705
2007-12-01,0,0,99,3,4,15,91,69,11,1,24.03824412108869,26.82870410854008,29.597377380477106,22.197326559714163,28.170699968265364,26.72269812722681,29.426616485428333,23.62682398638168,26.98021134163009,31.384157363992976,11.161514613493514,0.4539830107557154,1.9960368828225408,2.0896312220393294,0.0,6.4676231444368,1.2828126986153634,4.192678632361165,0.6309951493837563,3.852378850227492
2007-12-08,0,0,75,1,19,14,56,73,29,6,26.1619087820532,25.572563284795965,26.068611614977407,20.71644410478127,24.667090199077908,26.73361458244711,30.7004319451784,23.04607479694509,26.217349929424497,31.556940582360458,0.3229866183347129,0.0,0.1174942160064312,0.0,0.0,0.464447321190064,1.4981730808287472,2.926781337892195,0.0,0.131966981246581
2007-12-15,0,0,54,0,18,15,64,62,29,16,27.637827367170285,25.5995393431464,30.02500597494505,19.54520830492092,29.448355476322064,23.201709297303896,30.66012997945999,24.10439944446404,23.804046121903443,29.414884262984025,11.590466023729762,4.775757271359878,5.866668128960968,7.692446180296827,0.3611580375864089,11.672123578806628,1.7738364607266874,6.221495745146244,0.0,2.579785799664495
2007-12-22,0,0,54,0,16,8,38,12,22,9,27.876825980339124,25.911280683472096,30.37196660355224,20.44778140952692,28.707304886642586,27.831227125006983,30.15653635568061,23.99284626855953,24.10865576141476,31.622028218901708,0.0111378519760255,3.53128329872747,11.75958698367479,6.072085208108418,1.7601251424746664,17.678870726108205,3.14086734393636,2.9828654442458418,0.0,3.685539048095955
2007-12-29,1,0,85,1,24,5,23,58,29,19,28.953250759928267,26.1771665527034,29.54709065505626,20.906679509001723,27.883298064875344,27.03146995953165,30.762974172285062,21.17214019124925,24.77900050133125,32.49863258385593,8.738336260539818,5.01244408420176,7.059077452312231,7.17595199284475,3.014491819905268,7.236513460051661,5.272302345000698,11.85274151150222,2.114434910313656,13.319953278315085
2008-01-05,26,2,56,6,30,5,55,37,10,25,28.57290932881992,25.181235154834308,27.469002473587658,23.280973355768328,31.280108282537032,23.18539577892322,31.379574679419143,21.26815252031664,26.755498662299523,31.745689544400364,3.071602438096828,0.0,0.1256014835946178,0.8752618278853995,0.1599448124756793,1.2960002612779753,0.8783236125224159,0.0,0.0,0.0624861734155635
2008-01-12,24,3,63,6,37,10,76,48,18,20,27.060112254317406,24.53984229823442,28.81387864249209,19.55181356169729,25.94955292138739,22.92686038313369,30.219799641619097,22.46065638436389,26.530946237952552,32.45930836946634,10.851451354521652,1.4639786822037266,5.507617503613495,3.3121926592832875,2.772939234651586,7.919612365565783,0.8696020734001078,9.357343040909694,0.0,10.282379046366584
2008-01-19,21,2,66,4,38,8,57,49,7,31,26.72293686007068,27.107102734873653,30.34813696612332,17.743245118864518,27.924774374691285,21.561718945781337,31.2936463029633,20.494431882909947,24.866999046501665,34.14292912209843,2.8699561232993416,1.8006694693564675,1.4693419251697333,5.484804288904784,1.639968816345991,8.923494813588684,0.7910169616021238,0.1380235829284447,0.0,0.6169303778695472
2008-01-26,18,2,67,8,48,6,72,45,18,21,27.00551617049421,28.023188917489183,32.16136974500087,17.5619659460795,28.12972702702267,25.611045116929944,32.39183012294424,22.61933167340805,21.20616839817148,32.904643158138235,9.043342823071868,0.0,0.1962734940449096,4.216178205822539,4.1797178849732655,3.572893777489724,1.046956215544963,3.07112056213897,0.0,2.4299734533698745
2008-02-02,15,1,64,7,44,7,60,39,15,22,27.75555055987165,27.318752266121127,31.51924887430034,18.0457812832853,25.91873628474835,24.812466904809604,32.34511432380406,23.66083876197586,25.133398527100407,34.56234108963781,0.0,0.5102130272433729,2.3518394053542706,0.0,0.0896006237012793,0.0,0.0,0.5102281760825009,0.0,0.1012319087857327
2008-02-09,17,2,59,6,33,3,64,47,11,30,28.260406032942825,27.26441275683976,32.88412026777348,25.180898546257747,29.253753540065027,27.28172657739079,34.04823306152921,23.735290479002213,27.401385692376145,34.3808004104095,0.0,0.503494749896458,0.1059516799152607,0.0,0.295293250646918,0.0,0.0,0.0,0.0,0.0
2008-02-16,17,4,74,7,42,5,55,43,17,33,31.08787824476375,27.11438856920964,32.97647150585745,23.77664981727182,28.4030035320366,28.28827072890284,33.5814248682389,23.405946265022067,25.98719263622039,33.20491384570512,12.221481789599528,2.2593552580585774,2.69018374905014,5.340238786613491,6.076353511924275,3.0758943855886165,2.45886508025186,7.139133508983635,0.0,6.367483389858143
2008-02-23,18,0,52,3,32,5,47,40,18,31,27.660862195838167,24.556350491891443,33.37982995701359,14.939332636932036,25.79216883201222,23.997574045428863,34.43054183718235,24.39116652774404,25.48658828908165,32.63075912745344,17.33226671081436,1.6463441942287085,2.3466427829402976,9.197732697839184,5.94283460673971,20.446258577685832,2.527075927523967,13.72161550722653,0.0,12.935829994405951
2008-03-01,22,2,55,3,28,5,56,41,5,22,25.82070641948965,28.67018352771832,30.176582436940368,18.313513923843185,27.74709185142916,26.24604984722969,34.171389190720944,23.45084288664076,26.636541058768817,33.94422474361334,0.0,0.0,0.3031041345109809,2.4807094028034684,5.209594130557247,4.035039046199693,0.0154105943029762,2.5472203254046883,0.0,3.2254282871281106
2008-03-08,25,0,68,5,31,4,63,39,14,26,23.30868139588066,26.88719121491915,36.13842319018045,17.147813677715103,23.933610632068195,25.79913695859901,36.65080055871562,23.53076332726533,23.90958456055604,37.49578151280016,9.408111139233094,0.2094520818750494,0.2268774813991629,4.37710587824023,0.0,14.519754494148478,1.1942796044617787,9.39042737623324,0.0,10.044902061034067
2008-03-15,16,1,47,3,19,9,38,36,13,18,25.29406106669497,27.69987874002297,34.1679109709711,19.12858535122045,26.50004096712604,24.979997052274285,36.61452059784664,21.91996828260193,17.148434466019456,35.6563986492874,6.05616142001726,3.839872105475976,8.322150880800363,4.004689281163581,2.358262249845436,9.77997025405129,1.1984843857577323,7.169366456205947,0.5229467399245983,6.330954385786915
2008-03-22,15,3,46,3,28,6,51,28,9,19,29.907897350502168,27.13182253709738,30.78673546796972,22.55232450256991,27.019606948917936,22.692140593890297,34.73017249160599,24.45687007678501,28.703011933518912,32.733424958131614,3.0320000441245094,0.4699055307327366,0.2377692838203922,4.369685946047027,3.0327642513756072,1.994777231781968,0.7114215993617012,2.8046044357358064,0.0,2.586243324840351
2008-03-29,20,1,54,2,28,11,54,30,9,18,30.45354188474568,27.396762254393764,33.20532685015685,20.82892727048779,25.530742863580265,24.15897029601205,34.693663941167095,24.29125436944797,26.931699068969525,35.43618031740647,6.566212313531594,1.457737164291393,2.2350822194176385,1.489063836802943,5.567879060614923,3.5308765220616727,2.462112568370549,6.378248923027011,0.7836703297334016,5.252152916671382
2008-04-05,16,3,53,3,33,6,50,45,9,23,26.14965507770821,27.96467809307826,33.45160726384451,23.5748414651413,27.235991986780228,26.323630592234394,36.4128990855644,23.433841252955485,25.82342124188811,36.41916410146506,5.891669669173398,0.2102590212363322,0.8542370571434753,4.605118594808938,10.695798607025267,11.99884032631944,0.3497259382628941,8.27059798517102,0.4036504010628389,6.109097273186547
2008-04-12,17,0,61,6,25,9,50,46,12,22,27.494656641958706,28.15978648311704,33.15277239151763,21.75324974756582,26.76753729266652,24.76149622913845,37.68880230246883,24.949752175254552,28.47767726841831,33.30609075096445,10.162762939282898,14.486465889424974,1.6355633220375447,10.76352649626686,3.001903900465813,11.664937830313294,2.3993032296642283,8.078364259414863,0.3995450214432864,8.384204382472898
2008-04-19,18,9,45,4,25,2,60,29,9,25,27.72806821703955,29.725476174354903,33.15277239151763,25.76790021358864,28.12010026484064,22.07047608894794,38.59712989656758,25.57500981899735,26.6059326663324,37.26841887588929,5.268831379454499,6.752086463027276,2.6925045982599087,5.262757964259497,0.7563657630729347,7.473822716440976,1.4349278297246617,3.2770724743759425,0.0,2.139267447799035
2008-04-26,12,0,56,10,34,4,45,45,13,21,27.746083368900297,29.660930354628142,33.15277239151763,26.964343912093973,27.49462471384036,22.04957061624508,37.20752819208564,25.83519951201316,25.45075421220581,37.03547964103134,16.433682508329987,15.759729796637377,10.695744753772551,7.760108682423791,3.5046045889779154,9.980374247605376,4.2086927025310725,10.775696333514292,0.2352262841005254,10.632150383070863
2008-05-03,16,0,44,5,29,6,50,28,7,18,26.85995356034456,28.32914389872842,31.239826405009843,26.964343912093973,28.378123164514303,26.738549638603537,29.16426643911367,26.91931659316221,27.063161775210563,39.36969788379298,9.435450117667813,25.33303006872724,10.111173176920584,9.45170664706166,5.371826131353307,8.79411611759374,7.337791086422421,14.924858863569163,2.878057652939853,15.291189199736673
2008-05-10,12,4,65,4,26,12,55,36,5,23,25.20362085206565,29.61901564437314,29.19675778181901,21.489916647019744,29.2089060158163,26.98567686286361,30.562045214710057,26.767033543609973,27.34853040090509,36.81850105554916,6.61618869631671,4.642766609530773,2.5292370452895967,5.689486386561314,3.8733693535479135,1.2295069575627755,5.277064582887987,5.931444936856233,0.5346021504699727,4.821003285434358
2008-05-17,19,0,54,4,31,5,56,40,10,15,25.532208766048623,27.533000531369712,28.45016821408144,24.54251694082489,29.805243162091603,25.990395056313165,30.98317038031861,24.94628598234912,27.76287173848684,31.908343758540628,5.750879297289763,12.864043971586907,1.2728753802580524,6.610638912524811,1.5159006920511031,0.4755496570517513,5.21637939881627,7.884966569805199,0.0227768426532396,5.795559428987658
